heroID,userName,walletAddrmainClass,Level,Summoner,Assistant,Main class,Sub class,Profession,Gender,Element,Xp,Level,Hp,Mp,Sp,Stamina,Summons,Stat boost1,Stat boost2,Strength,Endurance,Wisdom,Vitality,Dexterity,Intelligence,Luck,Agility,Mining,Gardening,Foraging,Fishing
5, Aila,0x14ee5bd8ac6a4000d85e721193043489c021d1df,THIEF,Gen 0 - MYTHIC,Thief,Pirate,mining,female,dark,440,2,164,50,0,26,∞,STR,END,16,8,8,9,8,8,11,10,12,0,7,24
33, No Face,0x283125b8dba28469eeb4bae5e1acfe44df9d101a,WARRIOR,Gen 0 - LEGENDARY,Warrior,Thief,foraging,female,water,2154,3,210,33,0,26,∞,DEX,AGI,14,11,7,10,14,7,8,10,0,0,87,0
1, FriskyFox,0x2e7669f61ea77f02445a015fbdcfe2de47083e02,THIEF,Gen 0 - MYTHIC,Thief,Wizard,gardening,female,fire,1967,2,177,51,0,26,∞,INT,LCK,12,7,9,8,9,9,14,13,2,12,15,16
37, Hiram,0x778da1777a7c506b65297a48d3224b99e95094f3,WIZARD,Gen 0 - MYTHIC,Wizard,Archer,mining,male,earth,1889,4,156,110,0,27,∞,STR,AGI,10,12,15,12,7,15,9,9,64,0,38,37
12, Xeno,0x1deb3d3820176d5fb474a6254bca06fcc75a2866,THIEF,Gen 0 - MYTHIC,Thief,Knight,mining,male,dark,2351,2,158,46,0,26,∞,STR,END,12,10,8,7,9,6,13,15,25,0,19,14
23, Loveable One,0x341d89d4bda044e91d8f6b0e5ecc4fbd53fe20a0,MONK,Gen 0 - RARE,Monk,Monk,foraging,female,fire,2223,4,224,50,0,27,∞,VIT,INT,11,11,9,17,13,6,7,9,33,0,130,0
28, Eddy,0xf27ff0e83e7220e8e2787a8689d2ff952c14bdad,THIEF,Gen 0 - RARE,Thief,Priest,fishing,female,wind,2542,5,211,61,0,27,∞,END,STR,9,10,12,13,9,9,17,17,0,0,0,153
39, Babypunch,0x1a914c1ef5ed6db9525ed049f6ad49f7849d5d84,ARCHER,Gen 0 - RARE,Archer,Priest,foraging,female,dark,777,5,229,70,0,27,∞,INT,INT,9,11,8,8,21,13,11,13,5,2,146,3
7, Thoral,0xd021bff301828ab0f8fa71516d0414ff4ef2b8e1,WARRIOR,Gen 0 - MYTHIC,Warrior,Warrior,mining,male,light,1158,1,150,25,0,25,∞,STR,END,14,9,6,11,8,6,11,7,2,0,2,16
10, Tadakichi,0xde7f87a0b3cf4c94f0b46957c03e73902cc120a9,KNIGHT,Gen 0 - MYTHIC,Knight,Pirate,fishing,female,earth,215,3,219,43,0,26,∞,AGI,LCK,16,15,6,13,8,9,12,9,0,0,0,80
14, Flu,0xd511af7e71a290aaef9e9d4bc1e168e2293fa2c4,WIZARD,Gen 0 - MYTHIC,Wizard,Pirate,foraging,female,dark,2116,3,156,94,0,26,∞,DEX,LCK,5,9,17,8,10,17,11,9,0,0,93,1
35, Cocomelon,0x9952814d76a916725a3b3eb4d7154a2826103640,ARCHER,Gen 0 - RARE,Archer,Archer,foraging,female,lightning,3159,4,226,46,0,27,∞,VIT,VIT,12,10,8,11,19,8,10,9,0,0,128,0
22, Flu,0xd511af7e71a290aaef9e9d4bc1e168e2293fa2c4,PIRATE,Gen 0 - RARE,Pirate,Knight,gardening,male,water,546,3,192,37,0,26,∞,AGI,WIS,11,8,8,12,10,6,14,9,17,24,8,32
26, leon,0x9ecd24eb93dbee455bec2bb1c214e6ec8e192d91,WARRIOR,Gen 0 - RARE,Warrior,Priest,mining,male,ice,430,2,196,27,0,26,∞,AGI,END,13,10,6,11,9,6,7,10,13,0,10,6
30, Veilvi,0x9a3a55723dc8974289ec64ee6517fcfb20577b40,KNIGHT,Gen 0 - RARE,Knight,Thief,foraging,male,ice,1784,4,260,53,0,27,∞,INT,INT,11,15,6,15,10,12,11,6,0,0,137,0
16, Apollogar,0xafc2a2fc2939a0dba76c92c6e3549e34207596e1,MONK,Gen 0 - MYTHIC,Monk,Warrior,mining,male,dark,3152,3,220,48,0,26,∞,END,STR,14,12,9,15,11,7,8,12,83,3,0,20
4, pieface,0x0a81cacc9fd26f34363a415b6dd69c45ca1837e4,THIEF,Gen 0 - MYTHIC,Thief,Wizard,mining,female,light,1794,3,205,52,0,26,∞,STR,END,12,8,11,8,9,9,14,13,47,0,7,16
18, sashei,0x42c1b36bb243bfe02326473ec02a3488b55183e5,KNIGHT,Gen 0 - MYTHIC,Knight,Priest,mining,male,light,3480,4,269,45,0,27,∞,STR,END,20,12,10,18,7,8,9,7,70,0,62,1
2, Sinstar,0xd7ae636fcac71a4d4156a8dc74cd54ce143840c1,THIEF,Gen 0 - MYTHIC,Thief,Archer,mining,male,dark,140,2,150,42,0,26,∞,STR,END,11,7,9,10,8,9,14,12,10,3,8,0
43, shinichi,0x6c002a02670b2879cf8d64e6f9a37a495a38b6ab,WIZARD,Gen 0 - RARE,Wizard,Pirate,gardening,male,light,450,4,173,97,0,27,∞,END,VIT,6,11,17,11,7,17,10,8,0,70,49,17
34, sashei,0x42c1b36bb243bfe02326473ec02a3488b55183e5,KNIGHT,Gen 0 - LEGENDARY,Knight,Warrior,gardening,male,lightning,3936,4,218,49,0,27,∞,INT,STR,12,14,8,15,7,9,11,8,0,97,1,42
41, Sanjuro,0x1297f4495e9f74f53de712ee6038163b21bb84e4,KNIGHT,Gen 0 - RARE,Knight,Knight,fishing,female,light,1078,5,272,63,0,27,∞,STR,VIT,19,14,7,16,7,10,12,10,13,0,0,137
19, Apate,0x38edf25377c76281611165ed28c7812e2dd0bb90,WIZARD,Gen 0 - MYTHIC,Wizard,Priest,gardening,female,fire,390,2,127,87,0,26,∞,WIS,INT,5,7,18,7,6,15,8,11,7,15,12,2
45, vanG,0x42ebfd5ca5325913bc06c416cb9adc1cc16b7456,KNIGHT,Gen 0 - RARE,Knight,Priest,foraging,male,earth,558,4,233,44,0,27,∞,STR,END,14,15,7,14,7,5,8,10,25,0,80,0
24, FriskyFox,0x2e7669f61ea77f02445a015fbdcfe2de47083e02,ARCHER,Gen 0 - MYTHIC,Archer,Priest,gardening,male,light,1962,2,180,46,0,26,∞,WIS,VIT,8,9,12,10,13,7,10,9,1,21,17,24
40, MagBink,0x5dbe012b25faa01f4a22483366487b17b936850c,WARRIOR,Gen 0 - RARE,Warrior,Wizard,mining,female,wind,2226,3,207,29,0,26,∞,STR,VIT,14,9,7,12,9,9,8,9,50,0,38,3
8, Snorg,0x9bebf0f93186f79ebf5acb2728f0d3e524c1ec5a,KNIGHT,Gen 0 - MYTHIC,Knight,Warrior,mining,male,lightning,3352,3,180,43,0,26,∞,STR,END,15,15,8,11,6,6,12,9,52,14,22,10
49, Wheattoast,0x48276fa6bc0e9597a67b1dabbe70bb15ff83c0f6,THIEF,Gen 0 - RARE,Thief,Knight,foraging,female,ice,1691,5,231,56,0,27,∞,WIS,VIT,15,8,17,11,9,8,15,10,9,0,139,24
47, Harambe,0x833a4a119c1195b4ac1c7f1471152de8b65a3ef5,KNIGHT,Gen 0 - RARE,Knight,Thief,fishing,female,lightning,1376,4,240,52,0,27,∞,LCK,LCK,15,14,7,15,8,6,11,8,0,0,0,125
51, anomolies,0xacd41dec7efda46bde8e4bc512941f9216b98be8,MONK,Gen 0 - RARE,Monk,Warrior,gardening,female,dark,2240,2,152,46,0,26,∞,VIT,INT,9,9,8,14,9,7,7,11,10,47,18,11
36, DarkSaga,0x276b662c8b4cbae2dc2d1b748f383149251370e4,THIEF,Gen 0 - RARE,Thief,Thief,fishing,male,earth,1331,5,250,64,0,27,∞,END,LCK,10,14,11,11,11,10,19,16,0,0,0,159
53, tera,0x8238d80463dfe99d4c8d04b95b6b7a73747f9a18,WIZARD,Gen 0 - MYTHIC,Wizard,Warrior,foraging,female,water,4366,5,193,104,0,27,∞,END,VIT,13,11,19,14,7,18,12,16,0,0,155,2
55, Kicker,0x79393d0c8442f1c01ccd18d1e6c4519a2c2f4868,WIZARD,Gen 0 - RARE,Wizard,Priest,foraging,male,water,182,1,100,75,0,25,∞,LCK,WIS,5,6,14,6,6,13,10,6,0,0,0,0
57, Nite,0x0e9403033f542c095914b0c55bcaa8a7bd6b60c0,WARRIOR,Gen 0 - MYTHIC,Warrior,Monk,gardening,female,ice,4412,4,276,31,0,27,∞,STR,END,20,12,7,20,10,6,11,8,0,113,42,0
61, Almost,0x47dc2fca36849889a15877ffb31eec32960518ee,THIEF,Gen 0 - RARE,Thief,Thief,fishing,female,light,4041,4,184,50,0,27,∞,INT,VIT,9,9,9,7,10,8,16,15,0,0,0,134
65, MasochistIRL,0x56253b4d7d71581d0b7f16e6813b992009242982,KNIGHT,Gen 0 - RARE,Knight,Thief,gardening,male,light,1270,4,244,49,0,27,∞,WIS,INT,13,17,8,16,8,8,8,8,0,90,7,41
59, off2,0x5fc3e8f7d5461201d90b122569d8d2300062f9fd,MONK,Gen 0 - RARE,Monk,Priest,fishing,female,water,1841,5,277,52,0,27,∞,AGI,AGI,11,12,13,13,10,9,14,14,0,0,0,156
6, SpicyMapleCat,0x7454f88ae2acbcfb13a66a15b1798c9400d9eadb,MONK,Gen 0 - MYTHIC,Monk,Warrior,mining,female,fire,730,1,135,40,0,25,∞,STR,END,12,8,8,9,8,10,7,10,3,0,1,0
20, Thoral,0xd021bff301828ab0f8fa71516d0414ff4ef2b8e1,WIZARD,Gen 0 - LEGENDARY,Wizard,Knight,gardening,female,light,821,1,100,75,0,25,∞,END,DEX,5,9,12,9,6,13,8,6,0,2,2,7
69, Bedde,0x785d59da34044cdf4517744af030bac991e568bf,PIRATE,Gen 0 - RARE,Pirate,Warrior,gardening,female,wind,2724,3,218,42,0,26,∞,WIS,DEX,11,7,10,12,12,7,13,10,0,77,9,30
42, Harambe,0x833a4a119c1195b4ac1c7f1471152de8b65a3ef5,WIZARD,Gen 0 - RARE,Wizard,Pirate,mining,male,wind,2528,3,180,94,0,26,∞,STR,LCK,9,10,15,7,7,17,8,8,52,0,9,22
52, Bezdukas,0xa6e1096715afe0b132052e0589a980cfd378f133,WIZARD,Gen 0 - RARE,Wizard,Wizard,gardening,female,lightning,3624,4,182,97,0,27,∞,END,STR,6,11,18,10,8,17,8,8,0,98,57,0
48, Hiram,0x778da1777a7c506b65297a48d3224b99e95094f3,PRIEST,Gen 0 - RARE,Priest,Pirate,mining,female,fire,1634,4,181,90,0,27,∞,AGI,STR,11,13,16,9,9,14,9,11,59,0,34,42
38, Raph,0x1465ca68295a9a2ee3bb38cfff1e68850f6e00b6,WARRIOR,Gen 0 - LEGENDARY,Warrior,Knight,foraging,male,light,393,4,298,42,0,27,∞,VIT,AGI,19,11,7,14,9,6,10,11,48,0,103,0
58,---,N/A,ARCHER,Gen 0 - LEGENDARY,Archer,Priest,fishing,male,wind,84,1,135,40,0,25,∞,VIT,LCK,8,9,7,10,12,7,8,7,0,0,0,0
71, Shwaver,0x00d3be15cc9a9d071b6810531fbac7938c50ac39,PIRATE,Gen 0 - RARE,Pirate,Wizard,fishing,female,wind,1171,2,159,32,0,26,∞,WIS,STR,10,9,9,9,10,5,12,8,0,0,0,87
54, NORI,0xc947ef5ad92e3a540607511262bc21c901450e1a,PIRATE,Gen 0 - LEGENDARY,Pirate,Monk,fishing,female,wind,1233,5,266,38,0,27,∞,WIS,DEX,13,14,12,13,12,9,17,11,0,0,0,164
44, SoraNoa,0x265d11d1900f54c14fda12bed9447762af59cad3,KNIGHT,Gen 0 - RARE,Knight,Priest,mining,male,dark,3178,4,239,41,0,27,∞,INT,LCK,16,14,9,15,8,8,7,7,62,1,2,74
62, MartinGarden2,0x9f049fd537cf360a7189a82d628475ea654dc425,PIRATE,Gen 0 - RARE,Pirate,Warrior,foraging,male,wind,3149,3,212,37,0,26,∞,STR,DEX,13,9,8,9,12,8,13,7,5,0,100,2
66, DeltaV,0x37a7aaeb177d3ff95277e883e0540fd53db4d3b8,WARRIOR,Gen 0 - LEGENDARY,Warrior,Wizard,gardening,male,light,2366,4,197,35,0,27,∞,WIS,VIT,17,11,9,13,9,7,11,8,5,102,37,22
75, Kinno,0x7e4ddc00ac1642d422e4224539fd8a0a5dacd1fa,PIRATE,Gen 0 - RARE,Pirate,Priest,gardening,female,light,902,4,226,44,0,27,∞,INT,END,13,9,11,14,12,9,12,8,0,86,4,42
81, Scicchs,0x0e0404a12731beaba553663beaa0c3a6ffc71379,ARCHER,Gen 0 - RARE,Archer,Archer,mining,male,dark,1788,5,220,69,0,27,∞,INT,INT,12,12,8,11,19,10,12,12,105,0,66,0
46, Sebas15,0x02040f6927896b201d0b262c8e68855315f7d597,WARRIOR,Gen 0 - RARE,Warrior,Archer,foraging,male,lightning,1607,3,227,33,0,26,∞,STR,WIS,15,11,9,11,12,6,9,8,0,0,92,0
63, Digafoo,0xc4035032c8e030ad65801278c7f87de70137d1b5,THIEF,Gen 0 - RARE,Thief,Thief,fishing,male,dark,3178,5,231,56,0,27,∞,STR,DEX,16,8,11,10,11,10,16,13,0,0,3,164
60, StaBiel0,0x497370543d166ac022c175e18748fc6c4efe4b04,PIRATE,Gen 0 - RARE,Pirate,Priest,foraging,female,earth,1018,1,145,30,0,25,∞,AGI,STR,9,7,5,10,9,6,10,10,0,0,21,0
83, Jerry Vegas,0x78fd258e9191dabac3a4cf51686fef4675e2d0db,KNIGHT,Gen 0 - MYTHIC,Knight,Knight,gardening,male,ice,4136,4,196,49,0,27,∞,LCK,END,13,13,13,19,8,5,11,8,0,112,6,59
79, Bank4,0x48b52e0e2082e60766b1c6061486bbb2dabee0f2,WARRIOR,Gen 0 - RARE,Warrior,Warrior,mining,female,lightning,3926,4,239,31,0,27,∞,LCK,WIS,17,12,5,12,10,8,10,8,71,5,1,58
72, Anna,0xe74531fc684fd031a1c1597a0e4a3fd974cf4c6e,ARCHER,Gen 0 - RARE,Archer,Wizard,fishing,female,ice,719,4,222,58,0,27,∞,AGI,INT,9,12,9,12,15,8,10,13,40,0,0,112
89, frozenewbie,0xb465fb8198099548e47454f261331e347d7d514e,MONK,Gen 0 - RARE,Monk,Wizard,fishing,male,earth,1290,5,243,61,0,27,∞,END,DEX,12,13,10,12,12,12,14,11,1,0,0,145
67, Hans,0x4140100f2229122245e981c3874ba29cc183c8dc,PRIEST,Gen 0 - RARE,Priest,Pirate,gardening,male,lightning,1978,2,134,71,0,26,∞,DEX,STR,5,9,15,9,9,12,9,6,3,23,27,4
73, itBoy,0xf1c67a39013628441f150d890f8c765fa385d0e1,KNIGHT,Gen 0 - RARE,Knight,Knight,gardening,female,light,1224,4,277,44,0,27,∞,END,VIT,15,17,7,16,8,5,8,7,14,87,32,2
85, Arekor,0xbeda37ff1f063457a19eb10bc809ce9f3219fd4b,WARRIOR,Gen 0 - RARE,Warrior,Thief,mining,male,ice,688,5,263,37,0,27,∞,INT,VIT,16,13,9,17,10,10,11,9,89,21,9,57
87, Kolba,0x4de6530f18a3aebc0c8869ec41be6a59e939c703,PIRATE,Gen 0 - LEGENDARY,Pirate,Pirate,fishing,female,light,377,4,244,40,0,27,∞,WIS,AGI,14,10,11,10,10,7,15,9,0,0,0,131
77, Keybouh,0xf2365e903773b80567ace155749b9a8f68775e4a,PIRATE,Gen 0 - RARE,Pirate,Thief,mining,female,earth,4000,3,236,34,0,26,∞,WIS,LCK,12,8,10,11,12,8,12,8,71,0,9,25
64, SavageScheme,0xdc35803807f7ca8337df9f6f7e5d3a450e41be21,MONK,Gen 0 - RARE,Monk,Thief,gardening,female,lightning,1440,4,207,63,0,27,∞,END,AGI,11,15,14,12,11,8,7,9,0,93,5,38
80, Goruden,0xa5ea15d9c2938b7e39f7aaf6bf83fe169d6ad46b,THIEF,Gen 0 - RARE,Thief,Archer,foraging,male,lightning,2000,1,135,40,0,25,∞,AGI,WIS,7,7,7,6,8,7,11,13,0,0,28,0
82, DeFi Champion,0x51309b991817c012e39f78e67645187e31bd2334,THIEF,Gen 0 - RARE,Thief,Pirate,fishing,male,water,3263,4,216,58,0,27,∞,LCK,LCK,13,7,10,9,9,9,18,11,0,0,0,152
76, Ch1ll1-D1p,0x79fcc8bd67e9767b8c77cac337cfa8c1351dc988,WIZARD,Gen 0 - RARE,Wizard,Warrior,fishing,male,water,988,5,171,100,0,27,∞,LCK,DEX,8,11,16,10,8,18,12,12,0,0,0,156
84, Jon_Crypto,0x5cfa4abd4e01ca3a112313385f607cf616c2ccc2,WIZARD,Gen 0 - RARE,Wizard,Wizard,gardening,female,wind,898,4,202,92,0,27,∞,LCK,STR,6,8,17,11,10,18,9,9,0,88,52,3
93, off2,0x5fc3e8f7d5461201d90b122569d8d2300062f9fd,KNIGHT,Gen 0 - RARE,Knight,Warrior,fishing,female,light,1121,5,267,55,0,27,∞,LCK,STR,16,15,9,15,8,6,11,10,0,0,0,139
99, mono,0xede352636e1f6fff9c97e019d3ad625badab6d56,PRIEST,Gen 0 - LEGENDARY,Priest,Wizard,foraging,male,lightning,1163,2,124,77,0,26,∞,INT,AGI,5,9,14,9,7,16,8,8,3,0,66,3
56, Pikul,0xb40005c1b841975dda6ff115a3cf6547a8ed49f2,PRIEST,Gen 0 - RARE,Priest,Pirate,foraging,male,dark,1569,5,208,90,0,27,∞,END,LCK,9,13,16,11,12,18,9,10,0,0,146,0
70, Mr Thunder,0x6477c4378a53865b00f0fb3498852c04184d2c7e,PIRATE,Gen 0 - RARE,Pirate,Pirate,gardening,female,earth,1650,4,209,44,0,27,∞,LCK,END,12,12,11,14,12,7,16,8,0,85,0,59
86, Halfgood,0xf01ec20b2a33f9568db2c1e35a118adaacee8c4b,PRIEST,Gen 0 - RARE,Priest,Thief,foraging,male,wind,2203,4,197,94,0,27,∞,VIT,INT,5,10,14,12,8,14,10,10,0,0,136,0
90, Harambe,0x833a4a119c1195b4ac1c7f1471152de8b65a3ef5,PRIEST,Gen 0 - RARE,Priest,Pirate,fishing,female,lightning,1327,4,172,101,0,27,∞,END,WIS,8,12,17,10,6,14,7,9,0,0,0,136
68, Professionalist,0xb4192ff11982cb931655972f89dbd9461043bbd9,WIZARD,Gen 0 - LEGENDARY,Wizard,Monk,foraging,female,earth,2524,5,215,111,0,27,∞,INT,DEX,7,12,15,13,7,25,14,11,65,0,119,0
50, filo,0x3fb62f8a7461ce449e3f42ac7fbc88937fa713a3,WIZARD,Gen 0 - RARE,Wizard,Knight,mining,male,lightning,284,4,191,97,0,27,∞,LCK,INT,5,12,13,11,7,17,12,9,51,0,70,0
74, pokerzor,0x083925ea6628624b37692386e908c9cca3c8d18a,PRIEST,Gen 0 - RARE,Priest,Archer,mining,female,lightning,1222,2,138,76,0,26,∞,LCK,DEX,8,8,13,8,7,11,12,7,47,0,2,0
88, splitpersonality,0x8e3698307355b4fdf598912f554bfc258abfdba8,KNIGHT,Gen 0 - RARE,Knight,Pirate,fishing,female,light,2138,4,271,55,0,27,∞,END,END,15,17,9,14,7,5,10,8,41,0,0,101
78, Thunderblade,0x073836a658dbb6ae580d6139c63ee8bd6602ce3a,MONK,Gen 0 - LEGENDARY,Monk,Pirate,gardening,male,lightning,3050,3,197,53,0,26,∞,INT,END,11,11,13,12,9,10,8,8,0,66,24,3
91, Kevin Biles,0xfd9dc329b6ca1fd538e439fb4835545f0cddae24,PRIEST,Gen 0 - RARE,Priest,Monk,foraging,male,light,1381,4,194,91,0,27,∞,AGI,LCK,7,10,16,9,8,15,11,9,0,32,96,0
95, Trichoplax,0xd07da2b3c1019b83d9772fb1d48418c138a08470,ARCHER,Gen 0 - RARE,Archer,Knight,foraging,male,dark,1243,5,258,69,0,27,∞,VIT,VIT,11,11,9,14,21,11,11,11,0,0,142,0
97, Curly,0xf0eeb759ee347460849680f712c799c3d81f4b5c,ARCHER,Gen 0 - RARE,Archer,Archer,mining,male,dark,3564,4,205,58,0,27,∞,AGI,DEX,10,11,8,9,18,7,12,11,78,0,27,42
94, SagatarisT,0x0d1ad7f40c623d35c353da4067b77fec05520c35,WARRIOR,Gen 0 - RARE,Warrior,Archer,foraging,female,light,4926,4,227,35,0,27,∞,LCK,WIS,13,12,8,12,11,8,14,11,0,0,146,0
96, Aenea,0xe23b0a9afbf4797974ce40188dc99262e399c12d,THIEF,Gen 0 - RARE,Thief,Pirate,mining,male,fire,1614,3,219,52,0,26,∞,STR,WIS,11,10,11,8,9,7,13,13,41,0,0,48
92, pochipuu,0x807883e8ba33fb14f15e39a0dcffbb69ba0bfdfa,MONK,Gen 0 - LEGENDARY,Monk,Thief,mining,male,light,568,5,252,70,0,27,∞,AGI,INT,14,14,13,11,12,11,13,13,74,0,0,78
98, Yukine,0x4e61ec8516bee87fcad8e30c349deead8f3184d5,PRIEST,Gen 0 - RARE,Priest,Monk,mining,female,dark,2299,4,162,76,0,27,∞,WIS,AGI,9,12,17,11,7,12,10,9,44,21,27,23
