heroID,userName,walletAddr,tokenData,walletONEbalance,mainClass,Level,Summoner,Assistant,Main class,Sub class,Profession,Gender,Element,Xp,Level,Hp,Mp,Sp,Stamina,Summons,Stat boost1,Stat boost2,Strength,Endurance,Wisdom,Vitality,Dexterity,Intelligence,Luck,Agility,Mining,Gardening,Foraging,Fishing
4, pieface,0x0a81cacc9fd26f34363a415b6dd69c45ca1837e4,259.0 DFKRCKRT;190.0 DFKDRKWD;657.0 DFKRGWD;843.0 DFKBLOATER;218.04325383135932 JEWEL;26396.846 DFKGOLD;29.0 DFKSWFTHSL;6.0 DFKSHVAS;37.0 DFKGLDVN;1e-18 1ETH;1e-18 WMATIC;1e-18 LUNA;2.17e-06 1WBTC;126666.1073116647 xJEWEL;109.0 DFKAMBRTFY;1000.0 BUSD;1814.0 DFKTEARS;0.000115970925147649 AVAX;189.0 DFKRDLF;9.22167513109e-07 UST;100.0 ANT;9166.0 JEWEL;,31.317591747222377,THIEF,Gen 0 - MYTHIC,,,Thief,Wizard,mining,female,light,2658,3,205,52,0,26,∞,STR,END,12,8,11,8,9,9,14,13,61,0,7,16
55, Kicker,0x79393d0c8442f1c01ccd18d1e6c4519a2c2f4868,7000.0 DFKGOLD;4.0 DFKSHVAS;580.0 DFKTEARS;23553.929061864474 xJEWEL;100.0 ANT;,94.95187240902433,WIZARD,Gen 0 - RARE,,,Wizard,Priest,foraging,male,water,182,1,100,75,0,25,∞,LCK,WIS,5,6,14,6,6,13,10,6,0,0,0,0
32, JakoftheShadows,0x192ad8e8bbc84dffcc23aedb7d3b32f57f3348f0,194.0 DFKGLDVN;328.0 DFKRGWD;524.0 DFKDRKWD;603.0 DFKRDLF;115.0 DFKSHVAS;7887.207173988488 xJEWEL;135.0 DFKSWFTHSL;8.0 DFKGREGG;2105.0 DFKTEARS;9.48392544043e-07 UST;552.027 DFKGOLD;8e-18 XYA;1.0 DFKABLPTN;1.0 DFKAPSNPTN;6.0 DFKGOLDEGG;1.0 DFKBLUEEGG;6.678013e-12 xTRANQ;999.36163957 tqONE;5.30364227e-10 VENOM-LP;7.14832384e-10 VENOM-LP;4.0 HSNAKE;104.0 DFKBLOATER;0.5726157626972492 JEWEL;585.0 DFKAMBRTFY;562.0 DFKRCKRT;,14.360498694967362,KNIGHT,Gen 0 - RARE,,,Knight,Thief,gardening,male,ice,2466,2,189,40,0,26,∞,END,STR,11,15,6,13,6,6,8,7,0,37,7,17
2, Sinstar,0xd7ae636fcac71a4d4156a8dc74cd54ce143840c1,696.0668510458795 JEWEL;86.0 DFKDRKWD;89.0 DFKRDLF;16.0 DFKSWFTHSL;701.0 DFKTEARS;31283.333799024902 xJEWEL;50.0 DFKAMBRTFY;117.0 DFKBLOATER;112.0 DFKRCKRT;1522.425 DFKGOLD;336.0 DFKRGWD;19.0 DFKSHVAS;17.0 DFKGLDVN;1e-18 FTM;,731.1722843098727,THIEF,Gen 0 - MYTHIC,,,Thief,Archer,mining,male,dark,280,2,150,42,0,26,∞,STR,END,11,7,9,10,8,9,14,12,13,3,8,0
61, Almost,0x47dc2fca36849889a15877ffb31eec32960518ee,1137.0 DFKBLOATER;28.0 DFKRCKRT;26.80871611274611 JEWEL;314.0 DFKSHVAS;93.0 DFKRGWD;24.0 DFKDRKWD;28.0 DFKRDLF;5.0 DFKGLDVN;1152.0 DFKTEARS;44.0 DFKAMBRTFY;7.0 DFKSWFTHSL;0.02534163 1WBTC;5e-17 XYA;,701.5196675431346,THIEF,Gen 0 - RARE,,,Thief,Thief,fishing,female,light,1356,5,213,61,0,27,∞,INT,VIT,11,11,11,9,10,9,19,16,0,0,0,146
28, Eddy,0xf27ff0e83e7220e8e2787a8689d2ff952c14bdad,21.0 DFKRDLF;2634.0 DFKTEARS;645.0 VNL;142.0 DFKSWFTHSL;2580.647 DFKGOLD;1.0 DFKGOLDEGG;46.0 DFKBLOATER;5.0 DFKGLDVN;2.0 DFKBLUEEGG;3.0 DFKGREGG;2.0 HSNAKE;1000.5660282157407 VINCI;7955.662138269236 xJEWEL;71.0 DFKRGWD;709.0 DFKRCKRT;376.0 DFKDRKWD;406.0 DFKAMBRTFY;189.0 DFKSHVAS;,2953.495845378852,THIEF,Gen 0 - RARE,,,Thief,Priest,fishing,female,wind,4371,5,211,61,0,27,∞,END,STR,9,10,12,13,9,9,17,17,0,0,0,158
26, leon,0x9ecd24eb93dbee455bec2bb1c214e6ec8e192d91,5076.0 DFKRGWD;4454.0 DFKTEARS;255.9578368326038 JEWEL;1954.0 DFKRCKRT;256.0 DFKGLDVN;1355.0 DFKDRKWD;187.0 DFKSWFTHSL;907.0 DFKAMBRTFY;239.0 DFKSHVAS;1360.0 DFKRDLF;227.41268662891275 AVAX;2475.0 DFKBLOATER;4.0 DFKGREGG;15535.967784009043 xJEWEL;21104.834 DFKGOLD;2.0 DFKBLUEEGG;4.0 HSNAKE;5.293771891329e-05 JEWEL-LP;200.0 ANT;731.1751166350703 JEWEL-LP;1e-18 BUSD;1e-18 bscBNB;1e-18 1ETH;101070.0 JEWEL;,927.8536614278204,WARRIOR,Gen 0 - RARE,,,Warrior,Priest,mining,male,ice,710,2,196,27,0,26,∞,AGI,END,13,10,6,11,9,6,7,10,16,0,10,6
36, DarkSaga,0x276b662c8b4cbae2dc2d1b748f383149251370e4,1601.5858494103702 xJEWEL;1322.0 DFKGLDVN;158.0 DFKSHVAS;22.0 DFKGREGG;200000.528 DFKGOLD;1e-18 AVAX;24.0 DFKBLUEEGG;9e-18 1SUPERBID;0.08357609868932109 FTM;0.000703923761942398 WMATIC;0.001629 1USDC;3.0 HSNAKE;1419.0 DFKBLOATER;371.0 DFKDRKWD;34780.0 DFKTEARS;1208.0 DFKSWFTHSL;1215.0 DFKRGWD;9.923636316707553 JEWEL;286.0 DFKAMBRTFY;396.0 DFKRDLF;496.0 DFKRCKRT;,259.9553652299822,THIEF,Gen 0 - RARE,,,Thief,Thief,fishing,male,earth,3505,5,250,64,0,27,∞,END,LCK,10,14,11,11,11,10,19,16,0,0,0,168
59, off2,0x5fc3e8f7d5461201d90b122569d8d2300062f9fd,95.0 DFKGLDVN;2013.0 DFKAMBRTFY;49023.267 DFKGOLD;961.0 DFKRDLF;2996.0 DFKRGWD;3971.0 DFKRCKRT;431.0 DFKSWFTHSL;17986.0 DFKTEARS;148.0 DFKSHVAS;3239.0 DFKBLOATER;128.2644189495828 JEWEL;292.02688723814674 WONE;11.0 DFKBLUEEGG;18488.267642797586 xJEWEL;8.0 DFKGREGG;2553.0 DFKDRKWD;1.0 DFKGOLDEGG;2.0 HSNAKE;,4508.463624600356,MONK,Gen 0 - RARE,,,Monk,Priest,fishing,female,water,3806,5,277,52,0,27,∞,AGI,AGI,11,12,13,13,10,9,14,14,0,0,0,161
46, Sebas15,0x02040f6927896b201d0b262c8e68855315f7d597,51.0 DFKRDLF;42.0 DFKRCKRT;45.0 DFKAMBRTFY;54.0 DFKDRKWD;164.0 DFKBLOATER;557.0 DFKTEARS;12.0 DFKSHVAS;7.0 DFKGLDVN;4208.803411649325 xJEWEL;4.4253979627e-08 TRANQ;86.0 DFKRGWD;10031.225 DFKGOLD;0.007639305252042582 FUZZ;74.41002504300793 1SUPERBID;51042.381856418 KURO;1631185.783276401 EDEN;10031.287032166 COSMIC;6222.350368540319 MAGIC;2.0 HSNAKE;1009.4224488331797 MIS;60024.33275364907 LUMEN;1.0 DFKGREGG;7.0 DFKSWFTHSL;9.99998256393e-07 xTRANQ;100.0 ANT;,1395.779645450863,WARRIOR,Gen 0 - RARE,,,Warrior,Archer,foraging,male,lightning,2170,3,227,33,0,26,∞,STR,WIS,15,11,9,11,12,6,9,8,0,0,94,0
49, Wheattoast,0x48276fa6bc0e9597a67b1dabbe70bb15ff83c0f6,10.0 DFKSHVAS;52.35131942483012 PLTS;226.0 DFKTEARS;8.0 DFKRDLF;56.35677527175629 FIRA;10.0 DFKRCKRT;20.0 DFKBLOATER;6.0 DFKDRKWD;3.0 DFKAMBRTFY;0.00016212 1WBTC;0.7451402409264882 JEWEL;6.747671033437857 1DAI;0.000674782812986994 SLP;21.665260105206965 UST;2.0 DFKGLDVN;3.426567 1USDC;35.204571092924766 IRIS;1.0 DFKBLUEEGG;61.420240518648434 VENOM-LP;4.060108 1USDT;25.421465354673135 stONE;0.003561060341884996 TRANQ;1.0 DFKGOLDEGG;0.002633035521330897 1ETH;18.0 DFKRGWD;162.77827350724914 WONE;14888.40310882503 ARB;,107.14331385034909,THIEF,Gen 0 - RARE,,,Thief,Knight,foraging,female,ice,2863,5,231,56,0,27,∞,WIS,VIT,15,8,17,11,9,8,15,10,9,0,140,24
30, Veilvi,0x9a3a55723dc8974289ec64ee6517fcfb20577b40,44069.303586698 COSMIC;43.0 DFKGREGG;248589.733 DFKGOLD;29668.0 DFKRGWD;9104.0 DFKAMBRTFY;1230.0 DFKGLDVN;2.58163263517e-07 JEWEL-LP;1.95907622666e-07 JEWEL-LP;7.65002711942e-07 JEWEL-LP;4.3184051681e-08 JEWEL-LP;2.07636903945e-07 JEWEL-LP;1.0 DFKGOLDEGG;2.41994638132e-07 JEWEL-LP;5000.0 SHADE;1.031744360302e-06 JEWEL-LP;1.0 MET;860000000.0 DUST;10.0 HSNAKE;8.3135123938e-08 JEWEL-LP;1.0714098109e-07 JEWEL-LP;1.59429216711e-07 JEWEL-LP;2.5128308e-11 JEWEL-LP;2.43688061012e-07 JEWEL-LP;7.4749089098e-08 JEWEL-LP;25.0 USBL;400.0 YIN;400.0 YANG;410.1348840857406 JENN;1.0 1SUSHI;1151.601684752 KURO;1.9163071186217e-05 JEWEL-LP;0.0072 bscTLM;100.0 ANT;0.25093097102704814 FUZZ;100000.0 XLT;11461.0 DFKDRKWD;156.38699162863122 JEWEL;16.0 DFKSHVAS;29358.0 DFKBLOATER;97872.0 DFKTEARS;1649.0 DFKSWFTHSL;18260.0 DFKRCKRT;8758.0 DFKRDLF;1057.7142823617971 MAGIC;1.28836029868e-07 TRANQ;900.0 xJEWEL;1.7215382391898e-05 AVAX;49.426610923183766 FIRA;0.29247644598731776 GRAV;0.353991 1USDT;7114.798676322303 XYA;17.3494494167038 JEWEL-LP;1.18697988507e-07 JEWEL-LP;0.003889362466270971 RVRS;0.02975540980502185 COINKX;64.77719905436363 xFOX;0.002414707884063896 FOX;9.99998829292e-07 xTRANQ;15.059219722449992 HPLAY;1.7403445489e-08 JEWEL-LP;7.4329118863e-08 JEWEL-LP;0.000255322863530695 JEWEL-LP;131284478.17796546 LAZR;40.0 DFKBLUEEGG;1.4693802069e-07 JEWEL-LP;4e-18 1SUPERBID;4.13170409983e-07 JEWEL-LP;3.06832438e-10 JEWEL-LP;1.27477027465e-07 JEWEL-LP;1.2682108155e-08 JEWEL-LP;1e-18 LUNA;5e-18 UST;0.2408687639835636 MIS;,1859.6944042343343,KNIGHT,Gen 0 - RARE,,,Knight,Thief,foraging,male,ice,2841,4,260,53,0,27,∞,INT,INT,11,15,6,15,10,12,11,6,0,0,141,0
22, Flu,0xd511af7e71a290aaef9e9d4bc1e168e2293fa2c4,1249.0 DFKDRKWD;1684.0 DFKRCKRT;64326.430972291 KURO;25251.9008 xDG;387.9084958804194 xFOX;14869.564847466365 TROLL;6487.731672309317 LOOT;19.970853590338393 UST;492.608678 1USDC;2.21713507411e-07 TRANQ;5653.3039249711255 xJEWEL;9.9340580435583e-05 VENOM-LP;6.9175192478178e-05 USHARE;412.81666731370444 YIN;366.1975953735369 YANG;9.2257099268e-07 LUNA;17929.7 WONE;2380795732.1413484 HSNAKE;1.0 DFKGOLDEGG;0.20288199999882564 xTRANQ;0.005827424580773301 1DAI;25.0 USBL;2e-08 tqONE;306.13448185250576 xBOSS;531161508.6400898 BABYTRANQ;0.000865869640251438 VINCI;320342512.88984907 BPIGGY;0.00021896 1WBTC;4.84879 1USDT;36.67008454060455 stONE;98.04702319612733 FIRA;6323336.794639922 DORY;3.865424684904 HLY;0.003247637685183758 1ETH;2.0 DFKGREGG;3127.0 DFKTEARS;49.0 DFKSHVAS;16.552247749672247 JEWEL;7500.0 ARB;225.0 DFKGLDVN;1197.0 DFKRDLF;4311.0 DFKRGWD;2562.0 DFKBLOATER;897.0 DFKAMBRTFY;179.0 DFKSWFTHSL;4937.433863731341 COINK;1527.405 DFKGOLD;5003.434039445119 COINKX;1000.0 LDT;,2834.6983384982796,PIRATE,Gen 0 - RARE,,,Pirate,Knight,gardening,male,water,928,3,192,37,0,26,∞,AGI,WIS,11,8,8,12,10,6,14,9,21,27,8,32
63, Digafoo,0xc4035032c8e030ad65801278c7f87de70137d1b5,5249.0 DFKTEARS;3015.0 DFKBLOATER;4e-18 UST;2319.0 DFKRGWD;590.0 DFKAMBRTFY;34.0 DFKSHVAS;137.0 DFKGLDVN;706.0 DFKRDLF;6.923972565229621 JEWEL;0.0479406373167365 VIPER;384.1908296300036 xJEWEL;151.0 DFKSWFTHSL;3.0 DFKBLUEEGG;89.2963277234013 COINKX;1e-18 BUSD;6.035354656e-07 TRANQ;1125.0 DFKRCKRT;9891.901 DFKGOLD;809.0 DFKDRKWD;8.0 DFKGREGG;2.0 HSNAKE;29.985969440894547 ROY;25.0 USBL;,24.20549133789134,THIEF,Gen 0 - RARE,,,Thief,Thief,fishing,male,dark,4980,5,231,56,0,27,∞,STR,DEX,16,8,11,10,11,10,16,13,0,0,3,172
24, FriskyFox,0x2e7669f61ea77f02445a015fbdcfe2de47083e02,343.0 DFKDRKWD;34.0 DFKGLDVN;48.0 DFKSHVAS;319.82118290871114 JEWEL;153615.03061378511 UST;208.0 DFKAMBRTFY;1251.0 DFKRGWD;344.0 DFKRDLF;45.0 DFKSWFTHSL;387.0 DFKRCKRT;12129.294 DFKGOLD;0.86291577 1WBTC;9.731228004530319 1ETH;710.0 DFKBLOATER;187.55139571644582 LUNA;47929.16597092292 xJEWEL;903.0 DFKTEARS;391354.434277 1USDC;2.7861181922617817 MIS;1.0 DFKGREGG;1.0 HSNAKE;1e-18 WMATIC;6e-18 BUSD;1e-18 bscBNB;0.3 FTM;219.27585339834556 AVAX;663.32495807108 JEWEL-LP;57.63158494247134 JEWEL-LP;6.039451255370141 JEWEL-LP;0.11622776601683693 JEWEL-LP;50.0 xJEWEL;105452.4 JEWEL;10.00331256438399 bscBUSD;1e-18 1SUPERBID;2.76 JEWEL-LP;,251079.2027986313,ARCHER,Gen 0 - MYTHIC,,,Archer,Priest,gardening,male,light,2608,2,180,46,0,26,∞,WIS,VIT,8,9,12,10,13,7,10,9,1,29,17,24
14, Flu,0xd511af7e71a290aaef9e9d4bc1e168e2293fa2c4,1249.0 DFKDRKWD;1684.0 DFKRCKRT;64326.430972291 KURO;25251.9008 xDG;387.9084958804194 xFOX;14869.564847466365 TROLL;6487.731672309317 LOOT;19.970853590338393 UST;492.608678 1USDC;2.21713507411e-07 TRANQ;5653.3039249711255 xJEWEL;9.9340580435583e-05 VENOM-LP;6.9175192478178e-05 USHARE;412.81666731370444 YIN;366.1975953735369 YANG;9.2257099268e-07 LUNA;17929.7 WONE;2380795732.1413484 HSNAKE;1.0 DFKGOLDEGG;0.20288199999882564 xTRANQ;0.005827424580773301 1DAI;25.0 USBL;2e-08 tqONE;306.13448185250576 xBOSS;531161508.6400898 BABYTRANQ;0.000865869640251438 VINCI;320342512.88984907 BPIGGY;0.00021896 1WBTC;4.84879 1USDT;36.67008454060455 stONE;98.04702319612733 FIRA;6323336.794639922 DORY;3.865424684904 HLY;0.003247637685183758 1ETH;2.0 DFKGREGG;3127.0 DFKTEARS;49.0 DFKSHVAS;16.552247749672247 JEWEL;7500.0 ARB;225.0 DFKGLDVN;1197.0 DFKRDLF;4311.0 DFKRGWD;2562.0 DFKBLOATER;897.0 DFKAMBRTFY;179.0 DFKSWFTHSL;4937.433863731341 COINK;1527.405 DFKGOLD;5003.434039445119 COINKX;1000.0 LDT;,2834.6983384982796,WIZARD,Gen 0 - MYTHIC,,,Wizard,Pirate,foraging,female,dark,2382,3,156,94,0,26,∞,DEX,LCK,5,9,17,8,10,17,11,9,0,0,95,1
51, anomolies,0xacd41dec7efda46bde8e4bc512941f9216b98be8,175.54391081227834 JEWEL;82.0 DFKSHVAS;4951.0 DFKTEARS;65.09377611376068 SLP;0.02808040832967653 1ETH;4424.307004099812 TRANQ;7868.76 DFKGOLD;81.46131938922852 BUSD;364.0104193789024 WONE;132.0 DFKRCKRT;16.0 DFKSWFTHSL;139822.93643391907 xJEWEL;81.0 DFKDRKWD;95.0 DFKRDLF;70.13932871572894 1SUPERBID;1582.2192530627326 XYA;69.0 DFKAMBRTFY;13.0 DFKGLDVN;308.0 DFKRGWD;159.0 DFKBLOATER;1e-18 LUNA;1e-08 1WBTC;0.02676328479834519 JEWEL-LP;1e-18 AVAX;3e-18 WMATIC;1e-18 bscBNB;0.34454375818559024 JEWEL-LP;0.05394257228074889 JEWEL-LP;0.09968689078255374 JEWEL-LP;0.6798345838850414 FTM;1.0 DFKBLUEEGG;1.0 HSNAKE;803.1841358236319 MIS;1.0 MET;,26058.68752561638,MONK,Gen 0 - RARE,,,Monk,Warrior,gardening,female,dark,2496,2,152,46,0,26,∞,VIT,INT,9,9,8,14,9,7,7,11,18,47,18,11
65, MasochistIRL,0x56253b4d7d71581d0b7f16e6813b992009242982,30.0 DFKSWFTHSL;1776.0 DFKTEARS;86.66667453065456 JEWEL;22.0 DFKSHVAS;9372.972 DFKGOLD;141.0 DFKAMBRTFY;1.0 DFKBLUEEGG;32.0 DFKGLDVN;151.0 DFKRDLF;762.0 DFKBLOATER;260.0 DFKRCKRT;597.0 DFKRGWD;179.0 DFKDRKWD;1e-18 BUSD;1e-18 bscBNB;1e-18 UST;1e-08 1WBTC;6.52668299495e-07 JEWEL-LP;3e-18 XYA;1e-06 1USDT;1e-06 1USDC;5003.7290751002665 xJEWEL;,1188.8759473148687,KNIGHT,Gen 0 - RARE,,,Knight,Thief,gardening,male,light,2554,4,244,49,0,27,∞,WIS,INT,13,17,8,16,8,8,8,8,0,94,7,41
43, shinichi,0x6c002a02670b2879cf8d64e6f9a37a495a38b6ab,1e-18 bscCOBRA;27436930.289724566 BABYSMUG;192.72 QDrop;5e-18 Daiki-LP;5e-09 DKBTC;4e-09 DKONE;1.99495924e-09 DAIKI;10000.0 DSLA-SP-0;10000.0 DSLA-LP-1;1.81e-09 SWAP;0.000250015860216416 1WETH;4.813422596e-08 EUSK;0.602338 SEED;1.00075846381e-07 uSEED;1.1035e-09 SWAP;20.023536030266516 UNI-V2;5.310000001643132 SEE;3638.47 VNL;1014.0 DFKDRKWD;1296.0 DFKRCKRT;968.0 DFKRDLF;188.0 DFKSWFTHSL;3406.0 DFKRGWD;98.0 DFKSHVAS;47439.73803198716 HVILLE;4.0 DFKBLUEEGG;0.3583566262004721 wsWAGMI;82.550369001186 FATE;688.0 DFKAMBRTFY;1006551.9827888701 SPEED;127.84695152033373 JEWEL;211.0 DFKGLDVN;4.0 DFKGREGG;3.09e-16 IMRTL;1.0 LOOT-LP;11797.75404696131 MAGIC;0.000732456249241855 AVAX;1.0 DFKGOLDEGG;145195.87392572896 WONE;30612060.0 LAZR;63692.906705122 COSMIC;272.0 BOSS;2719.6426822254552 ARB;3728.0 DFKBLOATER;62077.385 DFKGOLD;1000.0 FUZZ;5211.0 DFKTEARS;80.0 COINKX;239997.20954356596 aLOOT;5161.112279425657 xJEWEL;57906.49564775768 LOOT;1.0 HSNAKE;981.2591032216443 SPAM;,38916.99797017589,WIZARD,Gen 0 - RARE,,,Wizard,Pirate,gardening,male,light,1388,4,173,97,0,27,∞,END,VIT,6,11,17,11,7,17,10,8,0,80,49,17
56, Pikul,0xb40005c1b841975dda6ff115a3cf6547a8ed49f2,18914.0 DFKTEARS;13790.0 DFKBLOATER;1.5646267116713841 HLY;177.44481555592384 JEWEL;56.0 DFKSHVAS;13152.571660630225 xJEWEL;10333.0 DFKRGWD;702.0 DFKGLDVN;3255.0 DFKDRKWD;2438.0 DFKAMBRTFY;3199.0 DFKRDLF;83488.38 DFKGOLD;5048.0 DFKRCKRT;667.0 DFKSWFTHSL;138482660.0 LAZR;10166.92182992954 MAGIC;781.132024428 fRENT;0.005745414076949339 COMFY;22.0 DFKGREGG;74164.373657088 COSMIC;13.0 DFKBLUEEGG;1.0 DFKGOLDEGG;2.0 HSNAKE;48858.117120874 KURO;8.144478512064628 KEY;0.3530582990470531 BARD;47.30181037076955 JENN;,2129.6266135274627,PRIEST,Gen 0 - RARE,,,Priest,Pirate,foraging,male,dark,3505,5,208,90,0,27,∞,END,LCK,9,13,16,11,12,18,9,10,0,0,153,0
60, StaBiel0,0x497370543d166ac022c175e18748fc6c4efe4b04,33.90260416666667 JEWEL;4.0 DFKSWFTHSL;1.0 DFKGLDVN;19.0 DFKBLOATER;14.0 DFKAMBRTFY;22.0 DFKRDLF;29.0 DFKRCKRT;12.0 DFKTEARS;76.0 DFKRGWD;11.0 DFKDRKWD;124.25 DFKGOLD;5.0 DFKSHVAS;2025.7105906295587 xJEWEL;,95.058873947709,PIRATE,Gen 0 - RARE,,,Pirate,Priest,foraging,female,earth,1113,1,145,30,0,25,∞,AGI,STR,9,7,5,10,9,6,10,10,0,0,25,0
79, Bank4,0x48b52e0e2082e60766b1c6061486bbb2dabee0f2,8.0 DFKTEARS;1786.576 DFKGOLD;18.0 DFKSHVAS;1.0 DFKRGWD;4.0 DFKBLOATER;0.3477153585477689 xJEWEL;,20.708382109516975,WARRIOR,Gen 0 - RARE,,,Warrior,Warrior,mining,female,lightning,701,5,271,37,0,27,∞,LCK,WIS,20,13,5,12,12,8,12,8,76,5,1,58
62, MartinGarden2,0x9f049fd537cf360a7189a82d628475ea654dc425,0.029525571583134205 1ETH;1e-08 1WBTC;1.0 DFKGOLDEGG;4.0 HSNAKE;881127.1640911094 SPAM;300.0 ANT;5.794879345007298 ELEPHANT;8e-18 FTM;38.71325890645558 NFT;0.08385337793945251 SEAHORSE;2e-18 MIS;30.03677259267621 TRANQ;1e-18 AVAX;8.1e-17 BUSD;3747.3581669484165 NEBULA;32.155417014271144 LOOT;520.064765 1USDC;1099.0 DFKTEARS;12585.0854399029 FATE;1e-18 WMATIC;10.38828255 sWAGMI;1e-18 UST;1.0 DFKGREGG;,92.37694743056099,PIRATE,Gen 0 - RARE,,,Pirate,Warrior,foraging,male,wind,4000,3,212,37,0,26,∞,STR,DEX,13,9,8,9,12,8,13,7,10,0,100,2
67, Hans,0x4140100f2229122245e981c3874ba29cc183c8dc,80000.036558142 COSMIC;2506.0 DFKTEARS;9.03983862802e-07 TRANQ;2610.5430160053675 FATE;1237.357176583639 MAGIC;9.0 DFKSHVAS;16.6483293611623 xVIPER;60.0 DFKSWFTHSL;62.0 DFKGLDVN;142.0 DFKRDLF;94.0 DFKAMBRTFY;191.0 DFKBLOATER;5001.0 xJEWEL;176.0 DFKRCKRT;127.0 DFKDRKWD;8480.0 DFKGOLD;334.0 DFKRGWD;9.99999169711e-07 xTRANQ;916466035.561103 ShibaOne;1298456600183323.8 VINU;49613885987.35964 VINU;105442.817686545 FDAO;5949.2097831049205 WONE;1.0 MET;0.00286606 tqONE;31030.983020441126 SPAM;1.0 HSNAKE;1.0 DFKGOLDEGG;1.0 DFKGREGG;2.0 DFKBLUEEGG;10000.086890138728 RADI;0.4506597386775453 bscAPESOX;4721793380.139621 ONEMOON;0.08030391727247659 1DAI;,125.38789054231151,PRIEST,Gen 0 - RARE,,,Priest,Pirate,gardening,male,lightning,2852,2,134,71,0,26,∞,DEX,STR,5,9,15,9,9,12,9,6,14,23,27,4
77, Keybouh,0xf2365e903773b80567ace155749b9a8f68775e4a,1216.256239332866 xJEWEL;0.05584095110512215 JEWEL;281.0 DFKBLOATER;394.0 DFKTEARS;2.0 DFKSHVAS;4.0 DFKSWFTHSL;67.0 DFKRCKRT;164.0 DFKRGWD;1356.083 DFKGOLD;8.0 DFKGLDVN;37.0 DFKRDLF;33.0 DFKAMBRTFY;47.0 DFKDRKWD;1.0 HSNAKE;,127.07720836816743,PIRATE,Gen 0 - RARE,,,Pirate,Thief,mining,female,earth,4000,3,236,34,0,26,∞,WIS,LCK,12,8,10,11,12,8,12,8,76,0,9,25
50, filo,0x3fb62f8a7461ce449e3f42ac7fbc88937fa713a3,6.0 DFKRDLF;21.0 DFKDRKWD;73.0 DFKBLOATER;6721.0 DFKTEARS;16.0 DFKRCKRT;3.0 DFKGLDVN;11.0 DFKAMBRTFY;7.13758724085e-07 UST;3.0 DFKBLUEEGG;37.0 DFKRGWD;24.0 DFKSHVAS;19699.455 DFKGOLD;28273.2076540205 xJEWEL;3.0 DFKGREGG;2.0 HSNAKE;3.61550640648e-07 LUNA;3.50488e-13 Daiki-LP;5e-09 DKONE;8e-09 DKBTC;6.9e-17 Daiki-LP;9.976685942e-09 DAIKI;,41.93116378290768,WIZARD,Gen 0 - RARE,,,Wizard,Knight,mining,male,lightning,1712,4,191,97,0,27,∞,LCK,INT,5,12,13,11,7,17,12,9,65,0,70,0
75, Kinno,0x7e4ddc00ac1642d422e4224539fd8a0a5dacd1fa,17.90446216126419 JEWEL;5.67555095885e-07 UST;16.0 DFKSWFTHSL;2138.8647888571404 xJEWEL;2175.0 DFKTEARS;243.0 DFKRGWD;1.0 DFKGOLDEGG;3.0 DFKBLUEEGG;1e-18 LUNA;58.0 DFKSHVAS;18.0 DFKGLDVN;120.0 DFKRDLF;69.0 DFKAMBRTFY;238.0 DFKBLOATER;88.0 DFKRCKRT;98.0 DFKDRKWD;521.875 DFKGOLD;5e-18 WMATIC;1.0 DFKGREGG;200.0 TET;,1688.0925323625522,PIRATE,Gen 0 - RARE,,,Pirate,Priest,gardening,female,light,2126,4,226,44,0,27,∞,INT,END,13,9,11,14,12,9,12,8,0,98,4,42
69, Bedde,0x785d59da34044cdf4517744af030bac991e568bf,529.0287891159331 JEWEL;158.0 DFKRCKRT;17.0 DFKSWFTHSL;91.0 DFKRDLF;1336.803968319318 FATE;2097.0 DFKTEARS;439.0 DFKRGWD;38.97154285547358 TRANQ;23.0 DFKGLDVN;9.24598783626e-07 bscBNB;32.0 DFKSHVAS;6285.159 DFKGOLD;32398.168482140758 BUSD;86.0 DFKAMBRTFY;1261.0 DFKBLOATER;1228.272474934539 xJEWEL;2.0 DFKBLUEEGG;113.0 DFKDRKWD;5.829215 1USDC;1.0 HSNAKE;20082.9040912707 HPLAY;46788.138891176146 SPAM;860000000.0 DUST;52.68040574525812 GAME;100000.0 XLT;1000.0 SHADE;94982600249.8288 FLOKI;0.10068499999991697 xTRANQ;,1991.2572935199698,PIRATE,Gen 0 - RARE,,,Pirate,Warrior,gardening,female,wind,3330,3,218,42,0,26,∞,WIS,DEX,11,7,10,12,12,7,13,10,0,83,9,30
